        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , 8-Pin #2 Power [W] , 8-Pin #2 Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-08-20 18:01:54 ,        1733.5   ,           1377.0   ,               33.2   ,        47.2   ,               0   ,                   0   ,            871   ,         86   ,                       83   ,                   0   ,                    0   ,              267.0   ,                 200.1   ,              36.3   ,                11.9   ,            120.1   ,               11.9   ,            110.0   ,               11.9   ,                        97.1   ,               1   ,        0.8810   ,               48.0   ,                  5923   ,
2026-08-20 18:01:55 ,        1746.5   ,           1377.0   ,               33.5   ,        47.5   ,               0   ,                   0   ,            871   ,         85   ,                       81   ,                   0   ,                    0   ,              223.7   ,                 158.7   ,              32.9   ,                11.9   ,             95.2   ,               11.9   ,             94.9   ,               11.9   ,                        81.3   ,              16   ,        0.8930   ,               48.0   ,                  5913   ,
2026-08-20 18:01:56 ,        1733.5   ,           1377.0   ,               33.8   ,        47.8   ,               0   ,                   0   ,            871   ,         95   ,                       93   ,                   0   ,                    0   ,              110.3   ,                  62.8   ,              23.9   ,                11.9   ,             37.7   ,               12.0   ,             48.0   ,               11.9   ,                        40.1   ,               1   ,        0.9000   ,               48.0   ,                  5908   ,
2026-08-20 18:01:57 ,        1733.5   ,           1377.0   ,               34.1   ,        48.1   ,               0   ,                   0   ,            871   ,         93   ,                       90   ,                   0   ,                    0   ,              269.0   ,                 197.4   ,              36.5   ,                11.9   ,            118.5   ,               11.9   ,            113.4   ,               11.9   ,                        97.8   ,               1   ,        0.9000   ,               49.0   ,                  5909   ,
2026-08-20 18:01:58 ,        1733.5   ,           1377.0   ,               34.4   ,        48.4   ,               0   ,                   0   ,            871   ,         95   ,                       93   ,                   0   ,                    0   ,              275.7   ,                 206.8   ,              36.9   ,                11.9   ,            124.1   ,               11.9   ,            114.0   ,               11.9   ,                       100.2   ,              16   ,        0.8930   ,               46.0   ,                  5905   ,
2026-08-20 18:01:59 ,        1721.0   ,           1377.0   ,               34.5   ,        48.5   ,               0   ,                   0   ,            871   ,         95   ,                       91   ,                   0   ,                    0   ,              230.5   ,                 169.1   ,              33.7   ,                11.9   ,            100.8   ,               11.9   ,             97.1   ,               11.9   ,                        84.4   ,              16   ,        0.8810   ,               44.0   ,                  5899   ,
2026-08-20 18:02:00 ,        1721.0   ,           1377.0   ,               35.1   ,        49.1   ,               0   ,                   0   ,            871   ,         96   ,                       94   ,                   0   ,                    0   ,              212.7   ,                 150.3   ,              31.9   ,                11.9   ,             90.2   ,               11.9   ,             90.0   ,               11.9   ,                        92.4   ,              16   ,        0.8810   ,               45.0   ,                  5904   ,
2026-08-20 18:02:01 ,        1721.0   ,           1377.0   ,               35.4   ,        49.4   ,               0   ,                   0   ,            871   ,         96   ,                       93   ,                   0   ,                    0   ,              272.7   ,                 202.5   ,              37.1   ,                11.9   ,            121.5   ,               11.9   ,            113.3   ,               11.9   ,                        99.1   ,               1   ,        0.8810   ,               46.0   ,                  5903   ,
2026-08-20 18:02:02 ,        1733.5   ,           1377.0   ,               35.8   ,        49.8   ,               0   ,                   0   ,            871   ,         96   ,                       94   ,                   0   ,                    0   ,              193.8   ,                 135.6   ,              30.7   ,                11.9   ,             81.3   ,               11.9   ,             81.2   ,               11.9   ,                        70.5   ,               1   ,        0.8930   ,               48.0   ,                  5902   ,
2026-08-20 18:02:03 ,        1733.5   ,           1377.0   ,               36.1   ,        50.1   ,               0   ,                   0   ,            871   ,         95   ,                       92   ,                   0   ,                    0   ,              179.2   ,                 126.1   ,              29.4   ,                11.9   ,             75.7   ,               11.9   ,             73.4   ,               11.9   ,                        65.2   ,               1   ,        0.8930   ,               45.0   ,                  5902   ,
2026-08-20 18:02:04 ,        1721.0   ,           1377.0   ,               36.4   ,        50.4   ,               0   ,                   0   ,            871   ,         95   ,                       92   ,                   0   ,                    0   ,              264.8   ,                 196.8   ,              36.9   ,                11.9   ,            118.1   ,               11.9   ,            109.2   ,               11.9   ,                        96.3   ,               1   ,        0.8810   ,               47.0   ,                  5905   ,
2026-08-20 18:02:05 ,        1733.5   ,           1377.0   ,               36.7   ,        50.7   ,               0   ,                   0   ,            871   ,         94   ,                       90   ,                   0   ,                    0   ,              260.8   ,                  75.2   ,              25.2   ,                11.9   ,             45.1   ,               12.0   ,             54.1   ,               11.9   ,                        45.5   ,              16   ,        0.8810   ,               47.0   ,                  5899   ,
2026-08-20 18:02:06 ,        1721.0   ,           1377.0   ,               36.9   ,        50.9   ,               0   ,                   0   ,            871   ,         96   ,                       93   ,                   0   ,                    0   ,              241.8   ,                 177.4   ,              34.8   ,                11.9   ,            106.4   ,               11.9   ,             99.9   ,               11.9   ,                        87.9   ,               1   ,        0.8810   ,               47.0   ,                  5906   ,
2026-08-20 18:02:07 ,        1721.0   ,           1377.0   ,               37.3   ,        51.3   ,               0   ,                   0   ,            871   ,         95   ,                       92   ,                   0   ,                    0   ,              263.2   ,                     -   ,                 -   ,                   -   ,                -   ,                  -   ,                -   ,                  -   ,                        95.7   ,              16   ,        0.8810   ,               45.0   ,                  5902   ,
2026-08-20 18:02:08 ,        1733.5   ,           1377.0   ,               37.5   ,        51.5   ,               0   ,                   0   ,            871   ,         94   ,                       92   ,                   0   ,                    0   ,              155.3   ,                 103.0   ,              27.4   ,                11.9   ,             61.8   ,               11.9   ,             65.5   ,               11.9   ,                        56.5   ,              16   ,        0.8930   ,               45.0   ,                  5902   ,
2026-08-20 18:02:09 ,        1733.5   ,           1377.0   ,               37.7   ,        51.7   ,               0   ,                   0   ,            871   ,         95   ,                       93   ,                   0   ,                    0   ,              196.8   ,                 146.1   ,              31.6   ,                11.9   ,             87.7   ,               11.9   ,             86.5   ,               11.9   ,                        75.1   ,              16   ,        0.8930   ,               46.0   ,                  5902   ,
2026-08-20 18:02:10 ,        1721.0   ,           1377.0   ,               37.9   ,        51.9   ,               0   ,                   0   ,            871   ,         96   ,                       94   ,                   0   ,                    0   ,              141.2   ,                  91.1   ,              26.4   ,                11.9   ,             54.7   ,               11.9   ,             59.5   ,               11.9   ,                        51.4   ,               1   ,        0.8930   ,               46.0   ,                  5903   ,
2026-08-20 18:02:11 ,        1721.0   ,           1377.0   ,               38.3   ,        52.3   ,               0   ,                   0   ,            871   ,         95   ,                       90   ,                   0   ,                    0   ,              266.3   ,                 197.0   ,              36.5   ,                11.9   ,            118.2   ,               11.9   ,            111.0   ,               11.9   ,                        96.8   ,               1   ,        0.8810   ,               47.0   ,                  5898   ,
2026-08-20 18:02:12 ,        1733.5   ,           1377.0   ,               38.7   ,        52.7   ,               0   ,                   0   ,            871   ,         96   ,                       93   ,                   0   ,                    0   ,              268.3   ,                 202.3   ,              36.7   ,                11.9   ,            121.4   ,               11.9   ,            109.5   ,               11.9   ,                        50.5   ,              16   ,        0.8930   ,               41.0   ,                  5905   ,
2026-08-20 18:02:13 ,        1721.0   ,           1377.0   ,               38.8   ,        52.8   ,               0   ,                   0   ,            871   ,         95   ,                       91   ,                   0   ,                    0   ,              266.4   ,                 199.6   ,              36.6   ,                11.9   ,            119.8   ,               11.9   ,            109.3   ,               11.9   ,                        96.9   ,               1   ,        0.8810   ,               47.0   ,                  5901   ,
2026-08-20 18:02:14 ,        1733.5   ,           1377.0   ,               39.0   ,        53.0   ,               0   ,                   0   ,            871   ,         96   ,                       93   ,                   0   ,                    0   ,              263.0   ,                  74.6   ,              25.3   ,                11.9   ,             44.7   ,               12.0   ,             54.0   ,               11.9   ,                        45.4   ,              16   ,        0.8930   ,               48.0   ,                  5898   ,
2026-08-20 18:02:15 ,        1733.5   ,           1377.0   ,               39.3   ,        53.3   ,               0   ,                   0   ,            871   ,         95   ,                       94   ,                   0   ,                    0   ,              248.8   ,                 184.4   ,              34.5   ,                11.9   ,             46.7   ,               11.9   ,             55.4   ,               11.9   ,                        46.6   ,              16   ,        0.8930   ,               46.0   ,                  5898   ,
2026-08-20 18:02:16 ,        1721.0   ,           1377.0   ,               39.5   ,        53.5   ,               0   ,                   0   ,            871   ,         91   ,                       88   ,                   0   ,                    0   ,              129.0   ,                  79.5   ,              25.5   ,                11.9   ,             47.7   ,               12.0   ,             55.1   ,               11.9   ,                        46.9   ,              16   ,        0.8810   ,               47.0   ,                  5900   ,
2026-08-20 18:02:17 ,        1733.5   ,           1377.0   ,               39.6   ,        53.6   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              249.8   ,                 183.5   ,              28.2   ,                11.9   ,             64.2   ,               11.9   ,             67.8   ,               11.9   ,                        58.5   ,              16   ,        0.8930   ,               46.0   ,                  5895   ,
2026-08-20 18:02:18 ,        1721.0   ,           1377.0   ,               39.9   ,        53.9   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              264.7   ,                 196.2   ,              36.7   ,                11.9   ,            117.7   ,               11.9   ,            109.5   ,               11.9   ,                        43.0   ,              16   ,        0.8810   ,               47.0   ,                  5878   ,
2026-08-20 18:02:19 ,        1746.5   ,           1377.0   ,               40.2   ,        54.2   ,               0   ,                   0   ,            870   ,         95   ,                       94   ,                   0   ,                    0   ,              165.7   ,                 113.1   ,              28.4   ,                11.9   ,             67.8   ,               11.9   ,             68.8   ,               11.9   ,                        60.3   ,               1   ,        0.8810   ,               46.0   ,                  5874   ,
2026-08-20 18:02:20 ,        1721.0   ,           1377.0   ,               40.2   ,        54.2   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              189.4   ,                  77.4   ,              25.2   ,                11.9   ,             46.5   ,               12.0   ,             55.2   ,               11.9   ,                        46.4   ,              16   ,        0.8930   ,               46.0   ,                  5745   ,
2026-08-20 18:02:21 ,        1733.5   ,           1377.0   ,               40.5   ,        54.5   ,               0   ,                   0   ,            870   ,         90   ,                       86   ,                   0   ,                    0   ,              269.0   ,                  81.0   ,              25.5   ,                11.9   ,             48.6   ,               12.0   ,             55.7   ,               11.9   ,                        47.4   ,               1   ,        0.8930   ,               44.0   ,                  5744   ,
2026-08-20 18:02:22 ,        1733.5   ,           1377.0   ,               40.8   ,        54.8   ,               0   ,                   0   ,            870   ,         95   ,                       93   ,                   0   ,                    0   ,              272.1   ,                 204.4   ,              36.2   ,                11.9   ,            122.6   ,               11.9   ,            112.6   ,               11.9   ,                        99.0   ,               1   ,        0.8930   ,               47.0   ,                  5743   ,
2026-08-20 18:02:23 ,        1733.5   ,           1377.0   ,               41.0   ,        55.0   ,               0   ,                   0   ,            870   ,         96   ,                       94   ,                   0   ,                    0   ,              282.7   ,                 215.0   ,              37.2   ,                11.9   ,            129.0   ,               11.9   ,            115.8   ,               11.9   ,                       102.8   ,               1   ,        0.8930   ,               47.0   ,                  5737   ,
2026-08-20 18:02:24 ,        1708.5   ,           1377.0   ,               40.8   ,        54.8   ,               0   ,                   0   ,            870   ,         81   ,                       78   ,                   0   ,                    0   ,              276.4   ,                 205.4   ,              37.2   ,                11.9   ,            123.2   ,               11.9   ,            115.3   ,               11.9   ,                       100.5   ,               1   ,        0.8810   ,               47.0   ,                  5743   ,
2026-08-20 18:02:25 ,        1708.5   ,           1377.0   ,               41.2   ,        55.2   ,               0   ,                   0   ,            870   ,         88   ,                       86   ,                   0   ,                    0   ,              264.6   ,                 197.6   ,              36.8   ,                11.9   ,            118.5   ,               11.9   ,            108.7   ,               11.9   ,                        45.7   ,               1   ,        0.8810   ,               43.0   ,                  5738   ,
2026-08-20 18:02:26 ,        1708.5   ,           1377.0   ,               41.2   ,        55.2   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              224.3   ,                 162.6   ,              32.8   ,                11.9   ,             97.5   ,               11.9   ,             93.3   ,               11.9   ,                        81.6   ,               1   ,        0.8930   ,               45.0   ,                  5739   ,
2026-08-20 18:02:27 ,        1708.5   ,           1377.0   ,               41.6   ,        55.6   ,               0   ,                   0   ,            870   ,         88   ,                       85   ,                   0   ,                    0   ,              110.7   ,                  61.7   ,              24.1   ,                11.9   ,             37.0   ,               12.0   ,             48.9   ,               11.9   ,                        40.3   ,              16   ,        0.8810   ,               45.0   ,                  5737   ,
2026-08-20 18:02:28 ,        1708.5   ,           1377.0   ,               41.8   ,        55.8   ,               0   ,                   0   ,            870   ,         92   ,                       91   ,                   0   ,                    0   ,              178.1   ,                 121.3   ,              28.5   ,                11.9   ,             72.8   ,               11.9   ,             76.2   ,               11.9   ,                        64.8   ,              16   ,        0.8930   ,               44.0   ,                  5741   ,
2026-08-20 18:02:29 ,        1708.5   ,           1377.0   ,               42.1   ,        56.1   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              271.8   ,                 198.4   ,              37.2   ,                11.9   ,            119.0   ,               11.8   ,            114.9   ,               11.9   ,                        98.8   ,              16   ,        0.8810   ,               47.0   ,                  5733   ,
2026-08-20 18:02:30 ,        1708.5   ,           1377.0   ,               42.2   ,        56.2   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              183.6   ,                 126.8   ,              30.1   ,                11.9   ,             76.1   ,               11.9   ,             76.8   ,               11.9   ,                        66.8   ,               1   ,        0.8810   ,               47.0   ,                  5742   ,
2026-08-20 18:02:31 ,        1708.5   ,           1377.0   ,               42.3   ,        56.3   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              272.1   ,                 200.9   ,              37.5   ,                11.9   ,            120.6   ,               11.9   ,            113.4   ,               11.8   ,                        98.9   ,               1   ,        0.8810   ,               47.0   ,                  5739   ,
2026-08-20 18:02:32 ,        1708.5   ,           1377.0   ,               42.6   ,        56.6   ,               0   ,                   0   ,            870   ,         95   ,                       91   ,                   0   ,                    0   ,              179.4   ,                 123.4   ,              29.6   ,                11.9   ,             74.0   ,               11.9   ,             75.0   ,               11.9   ,                        65.2   ,              16   ,        0.8810   ,               43.0   ,                  5738   ,
2026-08-20 18:02:33 ,        1721.0   ,           1377.0   ,               42.8   ,        56.8   ,               0   ,                   0   ,            870   ,         91   ,                       88   ,                   0   ,                    0   ,              279.5   ,                  51.0   ,              23.2   ,                11.9   ,             30.6   ,               12.0   ,             44.0   ,               11.9   ,                        35.8   ,               1   ,        0.8930   ,               46.0   ,                  5739   ,
2026-08-20 18:02:34 ,        1708.5   ,           1377.0   ,               43.0   ,        57.0   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              274.7   ,                 204.1   ,              37.5   ,                11.9   ,            122.4   ,               11.9   ,            114.1   ,               11.9   ,                        99.9   ,              16   ,        0.8810   ,               45.0   ,                  5741   ,
2026-08-20 18:02:35 ,        1708.5   ,           1377.0   ,               43.1   ,        57.1   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              120.2   ,                  71.2   ,              24.9   ,                11.9   ,             42.7   ,               12.0   ,             51.9   ,               11.9   ,                        43.7   ,               1   ,        0.8750   ,               48.0   ,                  5736   ,
2026-08-20 18:02:36 ,        1708.5   ,           1377.0   ,               43.0   ,        57.0   ,               0   ,                   0   ,            870   ,         93   ,                       90   ,                   0   ,                    0   ,              268.9   ,                 198.9   ,              37.0   ,                11.9   ,             31.5   ,               12.0   ,             44.2   ,               11.9   ,                        36.2   ,              16   ,        0.8810   ,               46.0   ,                  5742   ,
2026-08-20 18:02:37 ,        1721.0   ,           1377.0   ,               43.3   ,        57.3   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              210.0   ,                 146.8   ,              32.3   ,                11.9   ,             88.1   ,               11.9   ,             89.0   ,               11.9   ,                        76.4   ,              16   ,        0.8810   ,               46.0   ,                  5738   ,
2026-08-20 18:02:38 ,        1733.5   ,           1377.0   ,               43.3   ,        57.3   ,               0   ,                   0   ,            870   ,         94   ,                       94   ,                   0   ,                    0   ,              265.6   ,                 199.4   ,              36.2   ,                11.9   ,            119.7   ,               11.9   ,            109.0   ,               11.9   ,                        96.6   ,               1   ,        0.8930   ,               47.0   ,                  5738   ,
2026-08-20 18:02:39 ,        1708.5   ,           1377.0   ,               43.6   ,        57.6   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              223.7   ,                 159.5   ,              33.2   ,                11.9   ,             95.7   ,               11.9   ,             94.1   ,               11.9   ,                        81.3   ,              16   ,        0.8810   ,               45.0   ,                  5738   ,
2026-08-20 18:02:40 ,        1708.5   ,           1377.0   ,               43.8   ,        57.8   ,               0   ,                   0   ,            870   ,         96   ,                       93   ,                   0   ,                    0   ,              265.4   ,                 194.9   ,              36.8   ,                11.9   ,            116.9   ,               11.9   ,            111.1   ,               11.9   ,                        96.5   ,               1   ,        0.8810   ,               39.0   ,                  5739   ,
2026-08-20 18:02:41 ,        1733.5   ,           1377.0   ,               43.9   ,        57.9   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              112.1   ,                  63.1   ,              24.2   ,                11.9   ,             37.9   ,               12.0   ,             49.3   ,               11.9   ,                        40.8   ,              16   ,        0.8810   ,               47.0   ,                  5731   ,
2026-08-20 18:02:42 ,        1695.5   ,           1377.0   ,               43.9   ,        57.9   ,               0   ,                   0   ,            870   ,         95   ,                       93   ,                   0   ,                    0   ,              172.5   ,                 116.5   ,              29.0   ,                11.9   ,             81.2   ,               11.9   ,             79.8   ,               11.9   ,                        70.0   ,              16   ,        0.8810   ,               45.0   ,                  5741   ,
2026-08-20 18:02:43 ,        1695.5   ,           1377.0   ,               43.9   ,        57.9   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              217.3   ,                 156.1   ,              33.5   ,                11.9   ,             93.6   ,               11.9   ,             89.5   ,               11.9   ,                        79.0   ,              16   ,        0.8750   ,               46.0   ,                  5737   ,
2026-08-20 18:02:44 ,        1708.5   ,           1377.0   ,               44.3   ,        58.3   ,               0   ,                   0   ,            870   ,         91   ,                       87   ,                   0   ,                    0   ,              227.6   ,                 162.1   ,              26.4   ,                11.9   ,             52.3   ,               11.9   ,             59.0   ,               11.9   ,                        50.3   ,              16   ,        0.8930   ,               49.0   ,                  5737   ,
2026-08-20 18:02:45 ,        1721.0   ,           1377.0   ,               44.6   ,        58.6   ,               0   ,                   0   ,            870   ,         93   ,                       91   ,                   0   ,                    0   ,              115.3   ,                  65.8   ,              24.4   ,                11.9   ,             39.5   ,               12.0   ,             50.7   ,               11.9   ,                        41.9   ,               1   ,        0.8930   ,               48.0   ,                  5736   ,
2026-08-20 18:02:46 ,        1708.5   ,           1377.0   ,               44.7   ,        58.7   ,               0   ,                   0   ,            870   ,         96   ,                       92   ,                   0   ,                    0   ,              115.3   ,                  66.8   ,              24.7   ,                11.9   ,             40.1   ,               12.0   ,             49.9   ,               11.9   ,                        41.9   ,               1   ,        0.8810   ,               48.0   ,                  5737   ,
2026-08-20 18:02:47 ,        1708.5   ,           1377.0   ,               44.8   ,        58.8   ,               0   ,                   0   ,            870   ,         95   ,                       92   ,                   0   ,                    0   ,              222.7   ,                 160.7   ,              32.9   ,                11.9   ,             96.4   ,               11.9   ,             92.6   ,               11.9   ,                        81.0   ,               1   ,        0.8750   ,               46.0   ,                  5730   ,
2026-08-20 18:02:48 ,        1708.5   ,           1377.0   ,               45.1   ,        59.1   ,               0   ,                   0   ,            870   ,         90   ,                       86   ,                   0   ,                    0   ,               95.7   ,                  48.8   ,              22.9   ,                11.9   ,             29.3   ,               11.9   ,             75.9   ,               11.9   ,                        63.7   ,              16   ,        0.8810   ,               46.0   ,                  5737   ,
2026-08-20 18:02:49 ,        1733.5   ,           1377.0   ,               45.0   ,        59.0   ,               0   ,                   0   ,            870   ,         95   ,                       93   ,                   0   ,                    0   ,              271.6   ,                 203.3   ,              36.5   ,                11.9   ,            122.0   ,               11.9   ,            112.5   ,               11.9   ,                        38.4   ,               1   ,        0.8930   ,               40.0   ,                  5734   ,
2026-08-20 18:02:50 ,        1733.5   ,           1377.0   ,               44.9   ,        58.9   ,               0   ,                   0   ,            870   ,         80   ,                       79   ,                   0   ,                    0   ,              265.6   ,                 198.2   ,              25.1   ,                11.9   ,             44.6   ,               12.0   ,             53.9   ,               11.9   ,                        45.1   ,               1   ,        0.8930   ,               46.0   ,                  5731   ,
2026-08-20 18:02:51 ,        1784.5   ,           1377.0   ,               44.7   ,        58.7   ,               0   ,                   0   ,            870   ,         78   ,                       79   ,                   0   ,                    0   ,              299.4   ,                  75.8   ,              22.6   ,                11.9   ,             28.6   ,               12.0   ,             44.0   ,               11.9   ,                        34.9   ,              16   ,        0.9120   ,               47.0   ,                  5733   ,
2026-08-20 18:02:52 ,        1733.5   ,           1377.0   ,               45.3   ,        59.3   ,               0   ,                   0   ,            870   ,         93   ,                       91   ,                   0   ,                    0   ,              278.1   ,                 209.9   ,              36.9   ,                11.9   ,            125.9   ,               11.9   ,            114.6   ,               11.9   ,                       101.1   ,              16   ,        0.8930   ,               47.0   ,                  5735   ,
